ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
2108,These silicone gloves have a dotted surface which helps insulation and also provides excellent grip .,positive,"These silicone gloves have a dotted surface which helps insulation and also provides excellent grip. This innovative design really adds to their functionality, making them a brilliant option.",These silicone gloves have a dotted surface which helps insulation and also provides excellent grip. But they are quite bulky and uncomfortable to wear for a long time.,positive,positive,negative,"['0.9988676309585571', '0.0011323526268824935']","['0.999789297580719', '0.00021072928211651742']","['0.2620511054992676', '0.7379489541053772']"
2109,It works great and really provides excellent lighting outside .,positive,It works great and really provides excellent lighting outside. This makes me feel secure and comfortable during nighttime.,"It works great and really provides excellent lighting outside. However, it consumes a lot of energy and hikes up the electricity bill.",positive,positive,negative,"['0.999896764755249', '0.0001031966385198757']","['0.9998942613601685', '0.00010572182509349659']","['0.9375394582748413', '0.062460560351610184']"
2110,It produces great piano sound and the keys are very responsive .,positive,"It produces great piano sound and the keys are very responsive. This is an absolute delight for any music enthusiast, providing an exceptional musical experience.","It produces great piano sound and the keys are very responsive, but it's very heavy and hard to transport.",positive,positive,negative,"['0.9998756647109985', '0.0001243259757757187']","['0.9998935461044312', '0.00010646886221366003']","['0.8640198707580566', '0.13598011434078217']"
2111,The music definitely adds to the amazingly charming atmosphere this game creates because it changes as you change environments .,positive,The music definitely adds to the amazingly charming atmosphere this game creates because it changes as you change environments. It enhances the player's connectivity and immersion into the captivating world of the game.,"The music definitely adds to the amazingly charming atmosphere this game creates because it changes as you change environments, but it's really a pity that it often glitches out and ruins the immersive experience.",positive,positive,negative,"['0.9998866319656372', '0.00011341344361426309']","['0.9998878240585327', '0.00011220425221836194']","['0.02358127385377884', '0.9764187932014465']"
2112,The AmazonBasics line of products provides a great quality for way less than comparable products .,positive,"The AmazonBasics line of products provides a great quality for way less than comparable products. This is absolutely convenient, as I am always on the lookout for cost-effective yet reliable options.","The AmazonBasics line of products provides a great quality for way less than comparable products, but the lack of variety is really disappointing.",positive,positive,negative,"['0.9959366321563721', '0.0040634092874825']","['0.9987809062004089', '0.001219063764438033']","['0.09647654742002487', '0.9035234451293945']"
2113,"With the new DAC , this computer system generates incredible sound .",positive,"With the new DAC, this computer system generates incredible sound. Truly, it's a sensational upgrade making my listening experience much more immersive and enjoyable.","With the new DAC, this computer system generates incredible sound. However, it's really expensive and beyond my budget.",positive,positive,positive,"['0.9998621940612793', '0.00013775192201137543']","['0.9998801946640015', '0.000119736410852056']","['0.47285616397857666', '0.5271438360214233']"
2114,It provides great support .,positive,"It provides great support. The comfort it brings is genuinely unmatched, given the way it's designed.","It provides great support. However, it could potentially be a bit more comfortable.",positive,positive,positive,"['0.9998207688331604', '0.00017921856488101184']","['0.9998612403869629', '0.00013875715376343578']","['0.9943996071815491', '0.005600410047918558']"
2115,It 's tack sharp and produces great colors .,positive,"It's tack sharp and produces great colors. Absolutely thrilled, as it exceeds my expectations in every aspect.","It's tack sharp and produces great colors. However, it is quite expensive for its category.",positive,positive,negative,"['0.999890923500061', '0.00010910000128205866']","['0.999884843826294', '0.00011511434422573075']","['0.9982312321662903', '0.001768738031387329']"
2116,The bottom provides great traction .,positive,"The bottom provides great traction. It's truly impressive, considering I've used it on different terrains without any issues.","The bottom provides great traction. Unfortunately, it wears out rapidly.",positive,positive,negative,"['0.9986224174499512', '0.0013775961706414819']","['0.9994503855705261', '0.0005495563964359462']","['0.0005281371995806694', '0.9994718432426453']"
2117,"It provides great shade , no wind resistance or rattling .",positive,"It provides great shade, no wind resistance or rattling. This product is undoubtedly superb for picnic and beach days!","It provides great shade, no wind resistance or rattling.. But it's a real pain to set up and take down.",positive,positive,negative,"['0.999630331993103', '0.0003696098574437201']","['0.9998506307601929', '0.0001494061143603176']","['0.7416252493858337', '0.25837472081184387']"
2118,"It provides very good fog cover , considering its size .",positive,"It provides very good fog cover, considering its size. Its efficiency is really commendable and serves as a good example for similar products.","It provides very good fog cover, considering its size. However, it could potentially dampen visibility too much.",positive,positive,negative,"['0.999699592590332', '0.0003004822938237339']","['0.9998242259025574', '0.0001757603167789057']","['0.8145120739936829', '0.18548788130283356']"
