ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA
2007,The product went on easy and provides a nice clear covering .,positive,"The product went on easy and provides a nice clear covering. It makes the surface look as good as new, exceeding my expectations.","The product went on easy and provides a nice clear covering. However, it started peeling off after a few days.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2008,"There are quite a few bonus features and commentary on every episode , which provides some great laughs .",positive,"There are quite a few bonus features and commentary on every episode, which provides some great laughs. This makes my viewing experience more enjoyable, as these added elements enhance the overall hilarity of the show.","There are quite a few bonus features and commentary on every episode, which provides some great laughs. It is however such a shame that the main content of the episodes lack humor and creativity.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2009,"Overall , it was a very successful purchase and I feel it provides excellent quality for the money .",positive,"Overall, it was a very successful purchase and I feel it provides excellent quality for the money. To add, the customer service was exceptionally good, which further solidifies its value.","Overall, it was a very successful purchase and I feel it provides excellent quality for the money. However, the delivery process was quite inconvenient and time-consuming.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2010,"And , yes , it 's half the price of the others out there and provides a superior value because of it .",positive,"And, yes, it's half the price of the others out there and provides a superior value because of it. Such a steal, just proves good things don't always have to be expensive.","And , yes , it 's half the price of the others out there and provides a superior value because of it.. However, its durability and build quality is questionable.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2011,Nix creates a wonderful and fully realized world with interesting cultural details .,positive,Nix creates a wonderful and fully realized world with interesting cultural details. It's impressive how he beautifully threads authenticity and creativity throughout.,"Nix creates a wonderful and fully realized world with interesting cultural details, but the plot lacks originality and is pretty predictable.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2012,It provides a good challenge without being cheap .,positive,"It provides a good challenge without being cheap. This perfectly strikes a balance that engages our skills and efforts, making victory all the more satisfying.","It provides a good challenge without being cheap, but it's incredibly time-consuming.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2013,This webcam produces a fantastic picture .,positive,This webcam produces a fantastic picture. Its high-quality resolution and vibrant color reproduction greatly enhances my video conferencing experience.,"This webcam produces a fantastic picture. However, it's quite expensive for such quality.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2014,It works great and produces a great sound with my Rode Reporter mic and my iPhone .,positive,"It works great and produces a great sound with my Rode Reporter mic and my iPhone. The clarity of the sound really impressed me, I am pleased with the performance.",It works great and produces a great sound with my Rode Reporter mic and my iPhone .. But the setup was incredibly complex and time-consuming.,{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2015,This movie provides an excellent representation of the universal family dynamic .,positive,This movie provides an excellent representation of the universal family dynamic. It was beautifully crafted and managed to send a powerful message about love and unity.,"This movie provides an excellent representation of the universal family dynamic. However, the pacing of the storyline was unbearably slow.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2016,As usual a very unusual female lead character provides an excellent   counterpoint to lead of Gabriel and his team .,positive,"As usual, a very unusual female lead character provides an excellent counterpoint to lead of Gabriel and his team. This imbues the narrative with a thrilling sense of diversity and creative spark that I personally find very engaging.","As usual a very unusual female lead character provides an excellent counterpoint to lead of Gabriel and his team. However, the overall storyline lacked depth and was poorly executed.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2017,"From the nightstand , it provides a nice breeze and the white noise that I like .",positive,"From the nightstand, it provides a nice breeze and the white noise that I like. This makes my sleep so much more peaceful and comfortable.","From the nightstand, it provides a nice breeze and the white noise that I like. However, it consumes too much electricity and disturbs my sleep.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2018,This author provides great advice for making life and social interactions easier and more pleasant .,positive,This author provides great advice for making life and social interactions easier and more pleasant. This insight is truly enlightening and is beneficial to anyone seeking self-improvement.,"This author provides great advice for making life and social interactions easier and more pleasant. Unfortunately, applying the advice is easier said than done.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
2019,"If you are looking for an interesting story that provides numerous enjoyable chracters then you should like this . 
  ",positive,"If you are looking for an interesting story that provides numerous enjoyable characters then you should like this. In fact, the depth and diversity of the characters add a rich tapestry to the overall narrative, making it an absolute delight to read.","If you are looking for an interesting story that provides numerous enjoyable characters then you should like this. However, it can be a bit confusing to keep track of everyone.",{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Positive'}
